"danceability","energy","key"
0.415,0.87,11
0.424,0.922,2
0.703,0.742,10
0.535,0.488,4
0.289,0.675,4
0.45,0.652,3
0.335,0.248,7
0.487,0.65,5
0.464,0.781,7
0.515,0.577,2
0.507,0.642,9
0.262,0.536,2
0.283,0.523,4
0.399,0.335,10
0.441,0.167,10
0.0613,0.00405,7
0.458,0.0332,7
0.102,0.0102,9
0.535,0.0267,4
0.294,0.00706,7
0.532,0.0235,4
0.632,0.426,11
0.163,0.0219,4
0.469,0.258,7
0.197,0.0112,0
0.349,0.244,0
0.189,0.0723,2
0.528,0.178,11
0.639,0.279,5
0.508,0.253,0
0.569,0.15,7
0.687,0.381,9
0.516,0.202,10
0.588,0.345,0
0.567,0.42,7
0.524,0.286,7
0.529,0.21,2
0.651,0.505,2
0.232,0.0189,5
0.741,0.316,5
0.491,0.323,6
0.315,0.286,6
0.257,0.357,8
0.366,0.139,11
0.515,0.419,5
0.31,0.341,3
0.677,0.582,1
0.449,0.198,1
0.177,0.51,9
0.677,0.534,5
0.342,0.542,7
0.374,0.378,10
0.163,0.441,11
0.338,0.509,11
0.496,0.394,0
0.229,0.326,11
0.442,0.813,2
0.199,0.441,7
0.563,0.538,4
0.629,0.463,7
0.588,0.477,6
0.543,0.421,7
0.507,0.747,1
0.541,0.638,5
0.162,0.308,5
0.346,0.344,0
0.537,0.524,0
0.663,0.529,6
0.294,0.936,8
0.316,0.959,10
0.333,0.986,11
0.295,0.991,1
0.394,0.971,8
0.41,0.905,8
0.361,0.697,6
0.157,0.908,6
0.186,0.948,8
0.409,0.522,8
0,0.594,2
0.964,0.498,1
0.951,0.458,1
0.953,0.782,0
0.593,0.93,7
0.675,0.77,7
0.474,0.529,2
0.575,0.414,2
0.499,0.306,0
0.528,0.774,2
0.46,0.566,9
0.326,0.826,4
0.599,0.815,7
0.264,0.658,9
0.508,0.752,2
0.429,0.386,7
0.416,0.688,4
0.391,0.648,11
0.825,0.727,4
0.882,0.753,7
0.781,0.409,9
0.652,0.715,0
0.869,0.649,1
0.765,0.606,0
0.76,0.897,8
0.818,0.545,7
0.863,0.659,4
0.772,0.606,9
0.681,0.819,4
0.776,0.483,5
0.457,0.576,7
0.696,0.874,10
0.575,0.786,9
0.738,0.75,2
0.731,0.955,8
0.646,0.531,4
0.721,0.757,9
0.685,0.963,10
0.58,0.729,4
0.567,0.47,5
0.655,0.934,11
0.725,0.617,10
0.549,0.41,11
0.364,0.157,5
0.348,0.944,11
0.113,0.658,5
0.65,0.562,0
0.14,0.793,0
0.189,0.842,6
0.114,0.333,3
0.633,0.758,0
0.163,0.816,1
0.163,0.657,2
0.334,0.32,5
0.591,0.318,0
0.639,0.562,4
0.569,0.711,2
0.839,0.366,6
0.637,0.653,7
0.72,0.553,7
0.353,0.339,4
0.678,0.671,1
0.242,0.434,8
0.226,0.182,7
0.24,0.0128,2
0.179,0.0156,4
0.172,0.135,4
0.215,0.112,8
0.25,0.0945,8
0.188,0.0773,5
0.21,0.105,10
0.191,0.0557,10
0.177,0.0424,5
0.252,0.117,5
0.119,0.0488,5
0.0825,0.018,5
0.181,0.0569,2
0.194,0.0231,6
0.118,0.021,6
0.259,0.178,8
0.182,0.0103,6
0.593,0.0848,1
0.266,0.00661,5
0.19,0.0237,5
0.538,0.233,10
0.199,0.0589,3
0.233,0.056,4
0.245,0.0495,0
0.254,0.0696,3
0.192,0.0229,3
0.135,0.0756,6
0.179,0.0181,7
0.103,0.0427,6
0.195,0.0664,10
0.21,0.0639,4
0.188,0.0408,2
0.28,0.21,7
0.185,0.0612,4
0.196,0.0476,4
0.262,0.115,2
0.165,0.0323,4
0.237,0.0628,6
0.152,0.0331,5
0.158,0.0886,5
0.442,0.169,10
0.245,0.0575,0
0.21,0.0255,11
0.162,0.0625,4
0.153,0.12,4
0.219,0.0261,8
0.125,0.159,5
0.241,0.075,0
0.38,0.438,6
0.911,0.485,10
0.87,0.389,1
0.733,0.381,5
0.732,0.648,0
0.677,0.61,3
0.74,0.735,8
0.762,0.566,9
0.927,0.581,8
0.626,0.486,9
0.872,0.539,6
0.858,0.449,5
0.745,0.515,9
0.533,0.414,5
0.483,0.708,8
0.631,0.755,7
0.421,0.434,1
0.532,0.783,10
0.539,0.383,2
0.672,0.537,0
0.475,0.408,6
0.697,0.734,10
0.372,0.747,10
0.61,0.591,1
0.517,0.544,11
0.693,0.698,6
0.399,0.375,11
0.568,0.467,5
0.769,0.649,1
0.595,0.473,3
0.664,0.521,4
0.618,0.592,4
0.917,0.443,6
0.75,0.483,4
0.658,0.628,10
0.698,0.456,11
0.666,0.64,5
0.58,0.706,7
0.748,0.838,7
0.968,0.398,0
0.511,0.621,8
0.58,0.572,10
0.721,0.653,11
0.665,0.916,11
0.737,0.553,6
0.571,0.721,2
0.538,0.394,6
0.733,0.325,4
0.398,0.542,6
0.466,0.415,7
0.357,0.292,3
0.307,0.137,0
0.355,0.429,5
0.489,0.452,9
0.328,0.183,9
0.393,0.52,9
0.266,0.429,10
0.401,0.258,2
0.35,0.23,4
0.488,0.136,1
0.289,0.692,8
0.462,0.637,8
0.571,0.698,0
0.63,0.82,5
0.548,0.481,8
0.427,0.834,2
0.645,0.95,11
0.538,0.938,5
0.546,0.514,0
0.372,0.436,8
0.324,0.235,10
0.408,0.654,10
0.415,0.795,2
0.791,0.274,8
0.271,0.102,0
0.437,0.935,2
0.655,0.631,9
0.33,0.339,4
0.461,0.805,4
0.11,0.141,4
0.496,0.499,4
0.489,0.849,9
0.111,0.258,0
0.422,0.496,4
0.468,0.889,7
0.433,0.458,2
0.363,0.632,9
0.202,0.649,9
0.447,0.836,0
0.308,0.494,0
0.501,0.796,9
0.435,0.764,0
0.21,0.567,9
0.328,0.0434,4
0.226,0.0119,11
0.44,0.0746,3
0.188,0.00676,9
0.346,0.0515,6
0.0625,0.00402,9
0.399,0.223,11
0.393,0.0561,4
0.352,0.116,7
0.226,0.0102,9
0.45,0.18,4
0.284,0.00871,11
0.177,0.0554,2
0.488,0.104,2
0.105,0.0136,3
0.38,0.132,7
0.0858,0.0188,0
0.479,0.0848,2
0.166,0.134,9
0.15,0.0497,9
0.443,0.241,0
0.415,0.511,9
0.676,0.603,7
0.521,0.671,1
0.391,0.938,11
0.392,0.498,0
0.619,0.469,11
0.756,0.411,1
0.273,0.0968,5
0.501,0.619,7
0.638,0.841,1
0.544,0.254,2
0.317,0.641,9
0.289,0.514,2
0.646,0.736,4
0.438,0.0917,4
0.278,0.026,9
0.456,0.0148,2
0.483,0.175,2
0.392,0.0243,7
0.113,0.0668,6
0.271,0.292,5
0.107,0.131,10
0.439,0.713,10
0.158,0.15,8
0.298,0.309,2
0.253,0.15,2
0.456,0.0862,8
0.338,0.0666,8
0.337,0.047,7
0.456,0.0404,0
0.527,0.0907,0
0.392,0.107,0
0.552,0.053,8
0.471,0.128,0
0.447,0.0596,8
0.392,0.198,7
0.517,0.336,8
0.0932,0.105,9
0.302,0.125,7
0.0791,0.0353,5
0.343,0.314,0
0.222,0.0155,0
0.345,0.0215,0
0.389,0.0781,4
0.218,0.043,5
0.149,0.00508,6
0.36,0.0412,5
0.306,0.0374,5
0.197,0.844,7
0.115,0.516,5
0.0818,0.957,9
0.211,0.646,7
0.404,0.614,5
0.515,0.911,9
0.432,0.779,6
0.453,0.708,0
0.422,0.827,9
0.316,0.499,0
0.225,0.719,4
0.166,0.136,8
0.238,0.156,6
0.135,0.0185,2
0.129,0.274,3
0.162,0.117,0
0.328,0.118,7
0.222,0.0588,2
0.0658,0.0418,2
0.0735,0.0709,6
0.174,0.12,2
0.173,0.0328,0
0.154,0.0364,6
0.735,0.769,7
0.609,0.361,1
0.725,0.847,0
0.582,0.429,7
0.768,0.79,9
0.439,0.486,8
0.642,0.57,9
0.559,0.4,0
0.647,0.635,9
0.631,0.44,2
0.671,0.577,2
0.481,0.592,10
0.826,0.504,2
0.651,0.667,11
0.629,0.488,0
0.745,0.687,11
0.785,0.711,6
0.749,0.455,9
0.655,0.736,2
0.743,0.516,11
0.659,0.483,6
0.796,0.712,11
0.892,0.63,7
0.476,0.689,4
0.75,0.822,6
0.821,0.703,11
0.838,0.72,10
0.517,0.235,8
0.864,0.51,6
0.66,0.869,5
0.836,0.455,7
0.684,0.175,6
0.765,0.619,9
0.516,0.53,10
0.405,0.926,6
0.54,0.83,1
0.647,0.7,8
0.453,0.829,10
0.687,0.856,3
0.287,0.941,1
0.562,0.843,8
0.477,0.879,10
0.405,0.861,10
0.61,0.897,8
0.615,0.854,8
0.756,0.564,1
0.914,0.717,2
0.842,0.528,11
0.688,0.552,1
0.871,0.717,0
0.799,0.692,11
0.903,0.491,1
0.817,0.691,8
0.797,0.36,7
0.917,0.469,1
0.664,0.421,2
0.679,0.644,1
0.686,0.75,0
0.7,0.698,5
0.469,0.964,2
0.597,0.563,5
0.547,0.748,4
0.352,0.529,5
0.556,0.755,5
0.591,0.438,4
0.624,0.668,5
0.401,0.273,4
0.463,0.695,2
0.666,0.495,0
0.653,0.418,7
0.319,0.223,0
0.209,0.0959,5
0.233,0.0143,1
0.381,0.277,0
0.423,0.104,2
0.208,0.103,4
0.308,0.00951,8
0.304,0.0489,0
0.496,0.136,9
0.311,0.184,3
0.396,0.203,3
0.274,0.0843,9
0.19,0.137,7
0.214,0.0278,10
0.304,0.118,7
0.354,0.155,5
0.229,0.0262,4
0.392,0.0991,10
0.292,0.104,9
0.305,0.253,7
0.732,0.786,1
0.723,0.754,5
0.527,0.453,11
0.458,0.364,2
0.725,0.684,4
0.688,0.912,2
0.623,0.552,2
0.656,0.827,1
0.607,0.463,5
0.746,0.609,10
0.666,0.568,7
0.539,0.462,0
0.368,0.446,2
0.292,0.375,9
0.551,0.352,2
0.372,0.502,0
0.315,0.323,2
0.31,0.27,4
0.559,0.343,7
0.519,0.627,9
0.302,0.314,4
0.459,0.268,0
0.475,0.308,9
0.589,0.451,4
0.563,0.351,11
0.469,0.467,4
0.401,0.358,2
0.738,0.451,6
0.525,0.189,5
0.564,0.495,7
0.544,0.257,0
0.649,0.263,8
0.492,0.787,0
0.488,0.773,0
0.737,0.662,11
0.61,0.836,6
0.695,0.762,11
0.841,0.967,5
0.763,0.903,7
0.665,0.789,10
0.563,0.968,8
0.738,0.826,5
0.68,0.728,4
0.646,0.609,5
0.425,0.494,2
0.661,0.627,7
0.677,0.49,7
0.562,0.281,2
0.517,0.51,2
0.594,0.512,7
0.763,0.654,7
0.559,0.545,2
0.64,0.831,7
0.163,0.298,7
0.431,0.637,4
0.592,0.0525,2
0.48,0.958,6
0.443,0.946,4
0.519,0.975,7
0.493,0.963,9
0.501,0.96,11
0.561,0.944,9
0.518,0.97,7
0.484,0.949,9
0.451,0.922,2
0.532,0.973,7
0.405,0.922,0
0.495,0.968,11
0.439,0.929,1
0.436,0.99,1
0.278,0.875,10
0.49,0.858,7
0.47,0.908,2
0.509,0.912,11
0.36,0.979,2
0.421,0.928,11
0.551,0.953,10
0.121,0.942,2
0.289,0.945,5
0.33,0.585,2
0.347,0.803,2
0.905,0.739,10
0.31,0.63,6
0.15,0.446,5
0.254,0.347,9
0.643,0.314,0
0.203,0.252,7
0.56,0.859,4
0.797,0.949,7
0.535,0.801,5
0.527,0.682,5
0.564,0.686,7
0.564,0.7,5
0.538,0.631,5
0.507,0.662,8
0.501,0.632,7
0.416,0.746,5
0.333,0.767,5
0.474,0.612,7
0.685,0.732,1
0.377,0.86,7
0.424,0.822,5
0.425,0.954,1
0.486,0.926,4
0.393,0.765,11
0.638,0.937,0
0.644,0.689,10
0.429,0.72,0
0.663,0.964,7
0.51,0.726,1
0.713,0.938,5
0.548,0.536,9
0.451,0.955,11
0.649,0.899,5
0.423,0.757,11
0.707,0.921,9
0.431,0.671,11
0.578,0.948,4
0.587,0.892,9
0.664,0.538,0
0.362,0.919,0
0.435,0.704,6
0.433,0.499,7
0.383,0.457,0
0.477,0.323,11
0.572,0.745,2
0.589,0.864,6
0.272,0.0865,0
0.151,0.012,7
0.11,0.0299,9
0.262,0.167,7
0.294,0.0534,5
0.206,0.0174,3
0.288,0.045,10
0.365,0.145,10
0.128,0.0704,10
0.0924,0.0309,5
0.297,0.0793,2
0.229,0.0936,9
0.742,0.617,2
0.5,0.132,10
0.301,0.093,1
0.365,0.11,6
0.19,0.0459,7
0.317,0.0546,1
0.217,0.024,10
0.383,0.064,0
0.218,0.0541,0
0.255,0.0531,7
0.356,0.0309,9
0.209,0.0269,3
0.21,0.0202,7
0.227,0.0317,9
0.413,0.141,0
0.244,0.0359,5
0.402,0.0226,5
0.215,0.00308,8
0.277,0.0116,0
0.221,0.00867,9
0.403,0.0404,2
0.635,0.871,2
0.69,0.838,7
0.701,0.789,2
0.407,0.413,4
0.666,0.782,11
0.569,0.719,0
0.587,0.784,8
0.34,0.69,1
0.273,0.236,0
0.539,0.817,10
0.672,0.564,2
0.658,0.642,9
0.657,0.728,7
0.708,0.177,5
0.797,0.342,0
0.764,0.47,9
0.589,0.698,5
0.58,0.303,9
0.688,0.395,2
0.634,0.646,0
0.62,0.0649,10
0.277,0.246,1
0.233,0.0733,7
0.271,0.479,0
0.117,0.136,2
0.275,0.245,2
0.23,0.377,9
0.253,0.281,0
0.26,0.448,8
0.344,0.211,3
0.289,0.259,9
0.461,0.311,7
0.433,0.615,7
0.228,0.179,10
0.194,0.0161,9
0.354,0.116,5
0.119,0.0149,6
0.417,0.153,4
0.371,0.14,0
0.215,0.00419,1
0.296,0.0654,1
0.0623,0.00246,0
0.325,0.111,8
0.518,0.219,7
0.0863,0.0532,8
0.37,0.0707,7
0.795,0.252,5
0.24,0.0772,9
0.219,0.188,10
0.512,0.146,7
0.15,0.108,3
0.661,0.276,2
0.409,0.17,5
0.137,0.0076,0
0.162,0.015,3
0.45,0.266,2
0.248,0.232,5
0.393,0.407,4
0.418,0.0659,2
0.433,0.0531,2
0.363,0.0331,2
0.429,0.0868,11
0.381,0.015,2
0.39,0.0697,0
0.359,0.0409,9
0.42,0.0556,4
0.417,0.0484,2
0.337,0.0255,2
0.354,0.148,2
0.304,0.193,2
0.386,0.0658,5
0.149,0.048,0
0.381,0.0765,1
0.335,0.0808,10
0.117,0.694,8
0.178,0.44,6
0.231,0.0992,5
0.386,0.0493,7
0.484,0.0736,7
0.461,0.233,5
0.0594,0.0752,10
0.0957,0.127,7
0.115,0.104,0
0.0895,0.0289,10
0.157,0.0722,5
0.464,0.53,8
0.417,0.312,10
0.362,0.638,8
0.455,0.475,10
0.325,0.48,1
0.341,0.637,9
0.218,0.681,1
0.558,0.371,5
0.457,0.233,2
0.673,0.388,0
0.375,0.402,2
0.384,0.537,8
0.418,0.204,6
0.526,0.212,9
0.538,0.164,9
0.487,0.137,2
0.618,0.152,9
0.498,0.23,11
0.568,0.23,11
0.605,0.713,5
0.459,0.176,0
0.477,0.0755,6
0.572,0.091,10
0.558,0.431,6
0.573,0.119,9
0.242,0.0803,0
0.457,0.256,2
0.213,0.0789,6
0.417,0.156,9
0.202,0.11,9
0.342,0.0534,0
0.242,0.0824,1
0.181,0.0685,5
0.252,0.0721,2
0.388,0.136,5
0.268,0.0513,1
0.308,0.174,0
0.291,0.0582,0
0.242,0.0565,1
0.304,0.0487,5
0.163,0.0478,2
0.461,0.111,0
0.666,0.477,7
0.344,0.076,10
0.687,0.298,7
0.436,0.149,0
0.426,0.382,2
0.542,0.303,2
0.324,0.271,10
0.422,0.129,0
0.368,0.413,3
0.384,0.165,7
0.303,0.136,0
0.393,0.11,5
0.243,0.772,7
0.279,0.938,0
0.343,0.939,8
0.235,0.913,5
0.338,0.92,4
0.204,0.885,3
0.264,0.892,2
0.458,0.842,2
0.421,0.17,9
0.314,0.751,1
0.256,0.843,4
0.446,0.348,9
0.28,0.857,11
0.424,0.79,7
0.613,0.79,4
0.721,0.501,9
0.819,0.519,4
0.792,0.423,0
0.756,0.587,9
0.524,0.299,4
0.859,0.521,9
0.568,0.315,5
0.664,0.414,0
0.73,0.254,11
0.467,0.35,5
0.637,0.5,11
0.803,0.499,9
0.279,0.16,0
0.324,0.453,5
0.474,0.489,2
0.801,0.455,7
0.577,0.562,8
0.517,0.22,1
0.534,0.116,5
0.561,0.328,0
0.515,0.243,5
0.686,0.741,9
0.318,0.98,1
0.406,0.933,5
0.335,0.978,4
0.515,0.992,11
0.477,0.993,2
0.192,0.96,0
0.396,0.949,2
0.491,0.979,8
0.611,0.9,11
0.0804,0.878,6
0.402,0.793,9
0.174,0.241,0
0.436,0.711,2
0.828,0.751,9
0.681,0.802,0
0.729,0.73,8
0.843,0.649,1
0.755,0.777,4
0.723,0.659,6
0.803,0.632,11
0.714,0.766,6
0.603,0.737,1
0.458,0.799,5
0.825,0.653,10
0.881,0.696,4
0.555,0.823,6
0.853,0.671,1
0.842,0.643,5
0.595,0.734,9
0.874,0.765,1
0.837,0.653,1
0.907,0.698,4
0.836,0.668,7
0.679,0.704,1
0.842,0.762,10
0.751,0.852,7
0.321,0.968,11
0.297,0.952,11
0.393,0.991,8
0.58,0.931,6
0.326,0.961,7
0.234,0.42,9
0.288,0.169,9
0.256,0.416,4
0.239,0.353,4
0.231,0.359,4
0.22,0.301,6
0.481,0.845,0
0.624,0.733,6
0.555,0.792,1
0.348,0.447,8
0.743,0.526,3
0.346,0.448,1
0.641,0.707,0
0.46,0.276,5
0.387,0.82,2
0.59,0.228,10
0.373,0.273,2
0.382,0.0574,10
0.323,0.137,2
0.308,0.00474,10
0.34,0.0845,2
0.65,0.717,9
0.648,0.685,7
0.634,0.66,4
0.642,0.881,4
0.628,0.513,7
0.691,0.604,2
0.644,0.672,0
0.731,0.707,7
0.725,0.597,11
0.74,0.588,9
0.596,0.315,6
0.611,0.575,4
0.53,0.735,2
0.594,0.647,2
0.634,0.667,1
0.553,0.521,4
0.579,0.822,7
0.357,0.757,7
0.652,0.74,7
0.434,0.412,7
0.499,0.599,7
0.51,0.728,9
0.677,0.62,2
0.621,0.682,11
0.543,0.571,9
0.6,0.412,7
0.476,0.303,2
0.524,0.329,9
0.479,0.0761,4
0.312,0.251,7
0.701,0.29,11
0.858,0.232,9
0.493,0.113,10
0.576,0.124,9
0.299,0.218,9
0.592,0.312,9
0.5,0.0781,0
0.389,0.404,7
0.355,0.751,9
0.151,0.763,7
0.292,0.812,4
0.377,0.809,11
0.164,0.801,7
0.216,0.886,11
0.287,0.521,11
0.127,0.931,2
0.315,0.954,0
0.248,0.918,9
0.497,0.858,9
0.176,0.0281,10
0.0811,0.0179,7
0.172,0.0188,7
0.249,0.0819,5
0.144,0.0196,8
0.0618,0.00804,5
0.485,0.223,8
0.201,0.0467,6
0.13,0.111,8
0.297,0.0388,2
0.183,0.0365,4
0.56,0.148,0
0.246,0.116,2
0.165,0.0433,7
0.362,0.152,2
0.21,0.0705,7
0.591,0.198,9
0.0971,0.0212,2
0.49,0.206,7
0.314,0.0396,5
0.554,0.338,8
0.364,0.152,1
0.444,0.348,0
0.319,0.113,5
0.436,0.368,7
0.332,0.57,7
0.225,0.577,5
0.536,0.367,5
0.638,0.632,7
0.683,0.741,4
0.562,0.659,9
0.557,0.389,1
0.427,0.589,4
0.446,0.591,5
0.68,0.771,2
0.525,0.726,4
0.584,0.282,11
0.805,0.947,4
0.528,0.433,9
0.545,0.186,0
0.695,0.119,11
0.53,0.0195,1
0.438,0.78,0
0.776,0.753,1
0.872,0.127,1
0.497,0.308,7
0.522,0.601,0
0.527,0.427,0
0.474,0.556,7
0.688,0.633,0
0.501,0.551,0
0.528,0.623,7
0.586,0.544,0
0.579,0.542,0
0.634,0.427,4
0.619,0.535,7
0.667,0.556,4
0.664,0.584,7
0.522,0.868,9
0.561,0.592,0
0.471,0.483,0
0.469,0.857,7
0.645,0.566,0
0.519,0.456,0
0.44,0.642,9
0.501,0.658,2
0.562,0.587,2
0.312,0.869,2
0.342,0.916,10
0.399,0.795,9
0.412,0.79,2
0.339,0.924,0
0.321,0.892,11
0.274,0.948,4
0.466,0.68,10
0.213,0.845,2
0.427,0.812,10
0.386,0.913,7
0.368,0.839,2
0.292,0.759,2
0.343,0.793,7
0.173,0.885,2
0.473,0.668,9
0.34,0.811,2
0.516,0.941,0
0.43,0.494,11
0.636,0.83,4
0.363,0.688,7
0.443,0.787,2
0.356,0.839,2
0.586,0.508,2
0.347,0.533,9
0.593,0.762,0
0.297,0.504,2
0.609,0.715,9
0.563,0.393,2
0.585,0.71,9
0.563,0.729,7
0.465,0.736,1
0.599,0.569,0
0.69,0.822,1
0.634,0.729,11
0.643,0.93,4
0.7,0.835,7
0.674,0.67,1
0.599,0.93,4
0.827,0.65,7
0.86,0.427,7
0.669,0.775,9
0.526,0.763,9
0.234,0.949,7
0.692,0.777,9
0.606,0.864,9
0.209,0.873,8
0.569,0.592,7
0.64,0.691,0
0.53,0.725,9
0.419,0.856,9
0.493,0.905,7
0.454,0.394,2
0.573,0.809,7
0.386,0.368,0
0.649,0.649,7
0.415,0.711,4
0.395,0.43,2
0.533,0.668,5
0.46,0.336,0
0.527,0.675,7
0.364,0.577,7
0.0873,0.974,1
0.367,0.942,6
0.588,0.79,6
0.276,0.96,6
0.466,0.9,4
0.499,0.784,9
0.22,0.91,0
0.382,0.942,2
0.435,0.916,11
0.347,0.973,4
0.357,0.848,11
0.273,0.948,2
0.291,0.888,5
0.289,0.982,2
0.19,0.991,2
0.395,0.552,6
0.319,0.442,4
0.275,0.944,0
0.356,0.617,6
0.239,0.954,0
0.213,0.961,2
0.286,0.956,6
0,0.442,6
0.716,0.167,8
0,0.104,8
0,0.306,3
0,0.141,8
0,0.211,8
0,0.202,8
0,0.231,8
0,0.249,8
0,0.147,8
0,0.339,8
0,0.199,8
0,0.00493,3
0,0,0
0.27,0.865,9
0.232,0.741,4
0.254,0.973,6
0.315,0.717,2
0.587,0.822,4
0.557,0.792,2
0.507,0.518,7
0.72,0.668,4
0.527,0.571,7
0.674,0.917,7
0.392,0.877,7
0.436,0.966,2
0.587,0.395,2
0.422,0.024,2
0.273,0.0157,11
0.171,0.00701,5
0.35,0.205,4
0.362,0.302,0
0.238,0.0639,3
0.318,0.449,0
0.337,0.126,3
0.396,0.174,0
0.0694,0.00652,1
0.374,0.347,8
0.178,0.016,7
0.361,0.115,3
0.0876,0.0039,10
0.336,0.362,7
0.686,0.303,3
0.757,0.82,5
0.73,0.74,5
0.695,0.852,0
0.68,0.849,7
0.755,0.878,7
0.624,0.881,4
0.648,0.698,0
0.806,0.353,4
0.482,0.672,0
0.557,0.689,7
0.653,0.514,2
0.711,0.59,10
0.767,0.641,6
0.782,0.72,5
0.643,0.744,10
0.528,0.74,7
0.739,0.764,5
0.692,0.601,0
0.831,0.533,2
0.481,0.638,6
0.472,0.572,10
0.729,0.592,0
0.676,0.878,7
0.437,0.581,2
0.463,0.751,7
0.449,0.768,7
0.692,0.663,0
0.776,0.442,1
0.62,0.39,9
0.88,0.522,0
0.401,0.269,7
0.541,0.188,0
0.339,0.31,1
0.257,0.327,5
0.408,0.365,5
0.123,0.116,0
0.18,0.235,0
0.619,0.797,11
0.284,0.233,5
0.17,0.262,8
0.0881,0.299,0
0.44,0.487,0
0.284,0.11,3
0.321,0.135,11
0.259,0.161,7
0.433,0.136,10
0.233,0.177,1
0.45,0.378,7
0.291,0.362,4
0.241,0.191,5
0.298,0.297,1
0.148,0.347,8
0.462,0.27,10
0.139,0.354,2
0.747,0.594,5
0.378,0.531,5
0.374,0.56,3
0,0.777,5
0.493,0.73,1
0.206,0.0563,7
0.602,0.609,4
0.26,0.267,8
0.421,0.441,1
0.176,0.0268,3
0.467,0.176,7
0.324,0.495,5
0.251,0.0405,0
0.185,0.078,0
0.521,0.206,10
0.194,0.396,11
0.481,0.598,0
0.489,0.538,8
0.447,0.517,4
0.302,0.46,9
0.255,0.538,2
0.252,0.491,7
0.51,0.624,1
0.571,0.668,11
0.558,0.795,2
0.616,0.837,9
0.498,0.806,2
0.294,0.0905,7
0.143,0.0227,4
0.301,0.0595,4
0.367,0.0842,0
0.291,0.052,3
0.107,0.0193,8
0.342,0.131,8
0.334,0.0381,3
0.318,0.231,10
0.224,0.218,0
0.455,0.614,1
0.301,0.405,7
0.239,0.341,0
0.408,0.434,9
0.349,0.266,3
0.323,0.264,0
0.483,0.445,11
0.507,0.53,9
0.557,0.387,3
0.354,0.214,1
0.168,0.443,6
0.343,0.193,11
0.449,0.539,7
0.589,0.558,0
0.636,0.396,7
0.334,0.372,11
0.413,0.461,8
0.636,0.541,7
0.528,0.483,6
0.385,0.236,9
0.329,0.52,1
0.595,0.408,2
0.697,0.613,11
0.437,0.661,8
0.735,0.947,4
0.495,0.84,7
0.778,0.903,4
0.573,0.939,8
0.571,0.874,8
0.819,0.848,10
0.656,0.958,11
0.596,0.937,9
0.565,0.812,8
0.753,0.902,4
0.695,0.889,7
0.86,0.8,7
0.663,0.665,7
0.793,0.692,1
0.522,0.925,2
0.751,0.803,0
0.646,0.755,6
0.581,0.825,9
0.515,0.813,11
0.589,0.793,0
0.54,0.486,7
0.697,0.733,9
0.603,0.615,9
0.587,0.654,2
0.646,0.757,9
0.745,0.637,9
0.484,0.57,7
0.631,0.806,7
0.446,0.87,1
0.502,0.787,1
0.415,0.716,1
0.503,0.264,10
0.501,0.67,1
0.53,0.462,1
0.239,0.919,11
0.174,0.893,6
0.159,0.968,2
0.308,0.902,11
0.3,0.917,2
0.289,0.685,11
0.282,0.942,1
0.339,0.861,7
0.286,0.818,8
0.367,0.933,4
0.203,0.904,2
0.393,0.608,1
0.279,0.952,2
0,0.698,7
0.493,0.089,11
0.721,0.749,9
0.828,0.551,0
0.51,0.437,0
0.563,0.711,11
0.717,0.333,7
0.704,0.536,0
0.575,0.711,5
0.649,0.465,5
0.666,0.496,10
0.682,0.658,4
0.765,0.537,10
0.654,0.499,10
0.322,0.582,2
0.341,0.835,9
0.348,0.734,2
0.533,0.908,10
0.262,0.838,10
0.226,0.976,9
0.33,0.975,4
0.423,0.9,0
0.0798,0.959,2
0.24,0.894,4
0.343,0.937,8
0.215,0.984,11
0.38,0.987,0
0.198,0.948,2
0.263,0.975,11
0.154,0.994,9
0.183,0.982,9
0.235,0.975,6
0.118,0.978,11
0.407,0.952,11
0.325,0.77,7
0.401,0.948,11
0.401,0.978,11
0.366,0.888,6
0.314,0.857,9
0.336,0.919,2
0.496,0.958,11
0.45,0.936,11
0.517,0.829,11
0.558,0.962,0
0.579,0.852,11
0.789,0.842,5
0.419,0.825,10
0.48,0.868,11
0.645,0.8,11
0.441,0.946,11
0.468,0.819,9
0.75,0.709,0
0.499,0.97,6
0.497,0.871,2
0.717,0.757,8
0.67,0.911,0
0.626,0.923,1
0.393,0.977,10
0.684,0.645,5
0.648,0.891,2
0.461,0.0364,6
0.541,0.952,5
0.615,0.877,7
0.48,0.618,8
0.508,0.957,5
0.402,0.775,5
0.415,0.709,4
0.322,0.829,7
0.625,0.453,7
0.52,0.704,2
0.16,0.905,9
0.369,0.993,0
0.513,0.887,11
0.205,0.753,7
0.214,0.673,5
0.385,0.853,9
0.112,0.672,11
0.192,0.927,7
0.363,0.514,0
0.223,0.692,9
0.244,0.662,5
0.478,0.602,5
0.474,0.453,10
0.496,0.575,1
0.146,0.198,0
0.114,0.203,0
0.253,0.181,1
0.0833,0.107,4
0.218,0.135,0
0.525,0.916,11
0.569,0.889,7
0.535,0.511,4
0.476,0.876,0
0.346,0.263,7
0.752,0.78,9
0.725,0.597,11
0.709,0.846,6
0.752,0.688,10
0.779,0.872,0
0.761,0.752,9
0.807,0.707,6
0.763,0.858,0
0.786,0.63,7
0.68,0.738,6
0.664,0.79,8
0.77,0.886,11
0.653,0.74,8
0.847,0.538,8
0.669,0.785,11
0.422,0.952,2
0.543,0.983,5
0.395,0.932,1
0.516,0.721,7
